timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.free [MiB]
2022/04/17 14:57:49.664, 0, 0, 0, 11019
2022/04/17 14:57:49.865, 0, 0, 0, 11019
2022/04/17 14:57:50.065, 0, 0, 0, 11019
2022/04/17 14:57:50.266, 0, 0, 0, 11019
2022/04/17 14:57:50.467, 0, 0, 0, 11019
2022/04/17 14:57:50.667, 0, 0, 0, 11019
2022/04/17 14:57:50.868, 0, 0, 0, 11019
2022/04/17 14:57:51.068, 0, 0, 15, 11004
2022/04/17 14:57:51.270, 0, 0, 234, 10785
2022/04/17 14:57:51.470, 1, 0, 300, 10719
2022/04/17 14:57:51.671, 1, 0, 384, 10635
2022/04/17 14:57:51.872, 1, 0, 691, 10328
2022/04/17 14:57:52.072, 1, 0, 841, 10178
2022/04/17 14:57:52.273, 1, 0, 993, 10026
2022/04/17 14:57:52.474, 10, 0, 1127, 9892
2022/04/17 14:57:52.674, 10, 0, 1255, 9764
2022/04/17 14:57:52.875, 10, 0, 1566, 9453
2022/04/17 14:57:53.076, 10, 0, 1812, 9207
2022/04/17 14:57:53.276, 10, 0, 2030, 8989
2022/04/17 14:57:53.477, 14, 0, 2190, 8829
2022/04/17 14:57:53.677, 14, 0, 2438, 8581
2022/04/17 14:57:53.878, 14, 0, 2819, 8200
2022/04/17 14:57:54.079, 14, 0, 3111, 7908
2022/04/17 14:57:54.279, 14, 0, 3447, 7572
2022/04/17 14:57:54.480, 21, 0, 3621, 7398
2022/04/17 14:57:54.681, 21, 0, 3927, 7092
2022/04/17 14:57:54.881, 21, 0, 4402, 6617
2022/04/17 14:57:55.082, 21, 0, 4628, 6391
2022/04/17 14:57:55.283, 21, 0, 5108, 5911
2022/04/17 14:57:55.483, 18, 0, 5302, 5717
2022/04/17 14:57:55.684, 18, 0, 5550, 5469
2022/04/17 14:57:55.885, 18, 0, 5814, 5205
2022/04/17 14:57:56.086, 18, 0, 6379, 4640
2022/04/17 14:57:56.286, 18, 0, 6793, 4226
2022/04/17 14:57:56.487, 23, 1, 7293, 3726
2022/04/17 14:57:56.688, 23, 1, 10767, 252
2022/04/17 14:57:56.888, 23, 1, 10882, 137
2022/04/17 14:57:57.089, 23, 1, 10502, 517
2022/04/17 14:57:57.290, 23, 1, 8879, 2140
2022/04/17 14:57:57.492, 86, 17, 5626, 5393
2022/04/17 14:57:57.703, 86, 17, 3103, 7916
2022/04/17 14:57:57.904, 86, 17, 3401, 7618
2022/04/17 14:57:58.105, 86, 17, 3799, 7220
2022/04/17 14:57:58.305, 86, 17, 4101, 6918
2022/04/17 14:57:58.506, 36, 3, 7631, 3388
2022/04/17 14:57:58.707, 36, 3, 7747, 3272
2022/04/17 14:57:58.907, 36, 3, 7995, 3024
2022/04/17 14:57:59.108, 36, 3, 8137, 2882
2022/04/17 14:57:59.309, 36, 3, 8461, 2558
2022/04/17 14:57:59.510, 62, 12, 4312, 6707
2022/04/17 14:57:59.755, 62, 12, 7060, 3959
2022/04/17 14:57:59.957, 62, 12, 7166, 3853
2022/04/17 14:58:00.165, 62, 12, 7513, 3506
2022/04/17 14:58:00.366, 62, 12, 7757, 3262
2022/04/17 14:58:00.567, 69, 13, 3000, 8019
2022/04/17 14:58:00.767, 69, 13, 3254, 7765
2022/04/17 14:58:00.968, 69, 13, 6790, 4229
2022/04/17 14:58:01.170, 69, 13, 7159, 3860
2022/04/17 14:58:01.371, 69, 13, 7243, 3776
2022/04/17 14:58:01.573, 74, 13, 7547, 3472
2022/04/17 14:58:01.773, 74, 13, 8163, 2856
2022/04/17 14:58:01.974, 74, 13, 5122, 5897
2022/04/17 14:58:02.175, 74, 13, 5365, 5654
2022/04/17 14:58:02.376, 74, 13, 5517, 5502
2022/04/17 14:58:02.576, 64, 13, 5713, 5306
2022/04/17 14:58:02.777, 64, 13, 5919, 5100
2022/04/17 14:58:02.978, 64, 13, 2130, 8889
2022/04/17 14:58:03.179, 64, 13, 2493, 8526
2022/04/17 14:58:03.379, 64, 13, 2811, 8208
2022/04/17 14:58:03.580, 25, 1, 3149, 7870
2022/04/17 14:58:03.780, 25, 1, 3399, 7620
2022/04/17 14:58:03.981, 25, 1, 3791, 7228
2022/04/17 14:58:04.182, 25, 1, 4638, 6381
2022/04/17 14:58:04.382, 25, 1, 7768, 3251
2022/04/17 14:58:04.583, 39, 7, 7948, 3071
2022/04/17 14:58:04.784, 39, 7, 8086, 2933
2022/04/17 14:58:04.986, 39, 7, 8502, 2517
2022/04/17 14:58:05.187, 39, 7, 8696, 2323
2022/04/17 14:58:05.388, 39, 7, 4160, 6859
2022/04/17 14:58:05.588, 57, 7, 4538, 6481
2022/04/17 14:58:05.789, 57, 7, 8082, 2937
2022/04/17 14:58:05.990, 57, 7, 8240, 2779
2022/04/17 14:58:06.191, 57, 7, 8545, 2474
2022/04/17 14:58:06.391, 57, 7, 8947, 2072
2022/04/17 14:58:06.592, 71, 13, 9401, 1618
2022/04/17 14:58:06.793, 71, 13, 4610, 6409
2022/04/17 14:58:06.993, 71, 13, 8306, 2713
2022/04/17 14:58:07.194, 71, 13, 8528, 2491
2022/04/17 14:58:07.395, 71, 13, 8833, 2186
2022/04/17 14:58:07.595, 74, 13, 9217, 1802
2022/04/17 14:58:07.796, 74, 13, 9961, 1058
2022/04/17 14:58:07.997, 74, 13, 10485, 534
2022/04/17 14:58:08.198, 74, 13, 4610, 6409
2022/04/17 14:58:08.399, 74, 13, 13, 11006
2022/04/17 14:58:08.651, 51, 8, 236, 10783
2022/04/17 14:58:08.851, 51, 8, 296, 10723
2022/04/17 14:58:09.052, 51, 8, 388, 10631
2022/04/17 14:58:09.252, 51, 8, 635, 10384
2022/04/17 14:58:09.453, 51, 8, 795, 10224
2022/04/17 14:58:09.654, 7, 0, 951, 10068
2022/04/17 14:58:09.854, 7, 0, 1085, 9934
2022/04/17 14:58:10.055, 7, 0, 1237, 9782
2022/04/17 14:58:10.255, 7, 0, 1394, 9625
2022/04/17 14:58:10.456, 7, 0, 1772, 9247
2022/04/17 14:58:10.657, 12, 0, 1996, 9023
2022/04/17 14:58:10.857, 12, 0, 2202, 8817
2022/04/17 14:58:11.058, 12, 0, 2412, 8607
2022/04/17 14:58:11.259, 12, 0, 2632, 8387
2022/04/17 14:58:11.460, 12, 0, 3119, 7900
2022/04/17 14:58:11.660, 18, 0, 3409, 7610
2022/04/17 14:58:11.861, 18, 0, 3787, 7232
2022/04/17 14:58:12.062, 18, 0, 4055, 6964
2022/04/17 14:58:12.262, 18, 0, 7559, 3460
2022/04/17 14:58:12.463, 18, 0, 7962, 3057
2022/04/17 14:58:12.664, 53, 9, 8074, 2945
2022/04/17 14:58:12.865, 53, 9, 8422, 2597
2022/04/17 14:58:13.066, 53, 9, 8702, 2317
2022/04/17 14:58:13.267, 53, 9, 7233, 3786
2022/04/17 14:58:13.468, 53, 9, 7374, 3645
2022/04/17 14:58:13.669, 68, 12, 7694, 3325
2022/04/17 14:58:13.869, 68, 12, 7904, 3115
2022/04/17 14:58:14.070, 68, 12, 8226, 2793
2022/04/17 14:58:14.270, 68, 12, 3539, 7480
2022/04/17 14:58:14.513, 53, 7, 3942, 7077
2022/04/17 14:58:14.714, 53, 7, 7584, 3435
2022/04/17 14:58:14.914, 53, 7, 7740, 3279
2022/04/17 14:58:15.115, 53, 7, 7874, 3145
2022/04/17 14:58:15.319, 53, 7, 8146, 2873
2022/04/17 14:58:15.520, 53, 7, 8451, 2568
2022/04/17 14:58:15.721, 69, 13, 3906, 7113
2022/04/17 14:58:15.921, 69, 13, 4282, 6737
2022/04/17 14:58:16.122, 69, 13, 7820, 3199
2022/04/17 14:58:16.324, 69, 13, 7978, 3041
2022/04/17 14:58:16.525, 69, 13, 8141, 2878
2022/04/17 14:58:16.726, 75, 13, 8605, 2414
2022/04/17 14:58:16.927, 75, 13, 9087, 1932
2022/04/17 14:58:17.127, 75, 13, 4254, 6765
2022/04/17 14:58:17.328, 75, 13, 4714, 6305
2022/04/17 14:58:17.529, 75, 13, 5305, 5714
2022/04/17 14:58:17.730, 38, 3, 8761, 2258
2022/04/17 14:58:17.930, 38, 3, 9063, 1956
2022/04/17 14:58:18.131, 38, 3, 9227, 1792
2022/04/17 14:58:18.332, 38, 3, 9677, 1342
2022/04/17 14:58:18.532, 38, 3, 9999, 1020
2022/04/17 14:58:18.733, 70, 12, 8585, 2434
2022/04/17 14:58:18.934, 70, 12, 8987, 2032
2022/04/17 14:58:19.134, 70, 12, 9157, 1862
2022/04/17 14:58:19.336, 70, 12, 9505, 1514
2022/04/17 14:58:19.536, 70, 12, 9857, 1162
2022/04/17 14:58:19.737, 80, 14, 6480, 4539
2022/04/17 14:58:19.989, 80, 14, 8094, 2925
2022/04/17 14:58:20.189, 80, 14, 8224, 2795
2022/04/17 14:58:20.390, 80, 14, 8590, 2429
2022/04/17 14:58:20.590, 75, 13, 8876, 2143
2022/04/17 14:58:20.791, 75, 13, 8005, 3014
2022/04/17 14:58:20.992, 75, 13, 8109, 2910
2022/04/17 14:58:21.193, 75, 13, 8339, 2680
2022/04/17 14:58:21.393, 75, 13, 8549, 2470
2022/04/17 14:58:21.594, 77, 16, 10655, 364
2022/04/17 14:58:21.795, 77, 16, 6566, 4453
2022/04/17 14:58:21.995, 77, 16, 6656, 4363
2022/04/17 14:58:22.196, 77, 16, 6904, 4115
2022/04/17 14:58:22.397, 77, 16, 6972, 4047
2022/04/17 14:58:22.597, 62, 10, 2675, 8344
2022/04/17 14:58:22.798, 62, 10, 3026, 7993
2022/04/17 14:58:22.999, 62, 10, 6494, 4525
2022/04/17 14:58:23.200, 62, 10, 6626, 4393
2022/04/17 14:58:23.402, 62, 10, 6774, 4245
2022/04/17 14:58:23.603, 64, 12, 6844, 4175
2022/04/17 14:58:23.804, 64, 12, 2109, 8910
2022/04/17 14:58:24.040, 64, 12, 5589, 5430
2022/04/17 14:58:24.241, 64, 12, 5629, 5390
2022/04/17 14:58:24.441, 64, 12, 5681, 5338
2022/04/17 14:58:24.643, 68, 12, 5747, 5272
2022/04/17 14:58:24.844, 68, 12, 5827, 5192
2022/04/17 14:58:25.044, 68, 12, 870, 10149
2022/04/17 14:58:25.245, 68, 12, 938, 10081
2022/04/17 14:58:25.446, 68, 12, 1014, 10005
2022/04/17 14:58:25.646, 14, 1, 1096, 9923
2022/04/17 14:58:25.847, 14, 1, 1188, 9831
2022/04/17 14:58:26.048, 14, 1, 1404, 9615
2022/04/17 14:58:26.248, 14, 1, 1404, 9615
2022/04/17 14:58:26.449, 14, 1, 1600, 9419
2022/04/17 14:58:26.649, 11, 3, 5016, 6003
2022/04/17 14:58:26.850, 11, 3, 5016, 6003
2022/04/17 14:58:27.051, 11, 3, 5016, 6003
2022/04/17 14:58:27.252, 11, 3, 5016, 6003
2022/04/17 14:58:27.453, 11, 3, 0, 11019
2022/04/17 14:58:27.692, 55, 8, 0, 11019
2022/04/17 14:58:27.892, 55, 8, 0, 11019
2022/04/17 14:58:28.093, 55, 8, 0, 11019
2022/04/17 14:58:28.294, 55, 8, 0, 11019
2022/04/17 14:58:28.494, 55, 8, 0, 11019
2022/04/17 14:58:28.695, 0, 0, 0, 11019
2022/04/17 14:58:28.896, 0, 0, 0, 11019
2022/04/17 14:58:29.097, 0, 0, 0, 11019
2022/04/17 14:58:29.297, 0, 0, 0, 11019
2022/04/17 14:58:29.498, 0, 0, 0, 11019
2022/04/17 14:58:29.699, 0, 0, 0, 11019
2022/04/17 14:58:29.900, 0, 0, 0, 11019
2022/04/17 14:58:30.100, 0, 0, 0, 11019
2022/04/17 14:58:30.301, 0, 0, 0, 11019
2022/04/17 14:58:30.502, 0, 0, 0, 11019
2022/04/17 14:58:30.702, 0, 0, 0, 11019
2022/04/17 14:58:30.903, 0, 0, 0, 11019
2022/04/17 14:58:31.104, 0, 0, 0, 11019
2022/04/17 14:58:31.305, 0, 0, 0, 11019
2022/04/17 14:58:31.506, 0, 0, 0, 11019
2022/04/17 14:58:31.707, 0, 0, 0, 11019
2022/04/17 14:58:31.908, 0, 0, 0, 11019
2022/04/17 14:58:32.109, 0, 0, 0, 11019
2022/04/17 14:58:32.310, 0, 0, 0, 11019
2022/04/17 14:58:32.510, 0, 0, 0, 11019
2022/04/17 14:58:32.711, 0, 0, 0, 11019
2022/04/17 14:58:32.912, 0, 0, 0, 11019
2022/04/17 14:58:33.113, 0, 0, 0, 11019
2022/04/17 14:58:33.314, 0, 0, 0, 11019
2022/04/17 14:58:33.515, 0, 0, 0, 11019
2022/04/17 14:58:33.716, 0, 0, 0, 11019
2022/04/17 14:58:33.917, 0, 0, 0, 11019
2022/04/17 14:58:34.118, 0, 0, 0, 11019
2022/04/17 14:58:34.319, 0, 0, 0, 11019
2022/04/17 14:58:34.520, 0, 0, 0, 11019
2022/04/17 14:58:34.721, 0, 0, 0, 11019
2022/04/17 14:58:34.922, 0, 0, 0, 11019
2022/04/17 14:58:35.123, 0, 0, 0, 11019
2022/04/17 14:58:35.324, 0, 0, 0, 11019
2022/04/17 14:58:35.525, 0, 0, 0, 11019
2022/04/17 14:58:35.726, 0, 0, 0, 11019
2022/04/17 14:58:35.927, 0, 0, 0, 11019
2022/04/17 14:58:36.128, 0, 0, 0, 11019
2022/04/17 14:58:36.329, 0, 0, 0, 11019
2022/04/17 14:58:36.530, 0, 0, 0, 11019
2022/04/17 14:58:36.731, 0, 0, 0, 11019
2022/04/17 14:58:36.932, 0, 0, 0, 11019
